hotel;reserva_cancelada;dias_entre_reserva_y_llegada;anio_llegada;mes_llegada;numero_semana_anio;dia_del_mes_llegada;numero_noches_finde;numero_noches_semanales;adultos;chicos;bebes;tipo_comida;pais_origen;segmento_mercado;canal_distribucion_reserva;huesped_repetido;numero_reservas_anteriores_canceladas;numero_reservas_anteriores_no_canceladas;tipo_habitacion_reservada;tipo_habitacion_asignada;numero_cambios_reserva;deposito;codigo_agencia;codigo_empresa;dias_espera_reserva;tipo_reserva;tarifa;n_cocheras_reservada;num_solicitudes_especiales
Resort Hotel;0;25;2016;November;47;18;2;5;1;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;40;NULL;0;Transient;34.3;0;0
Resort Hotel;0;0;2016;November;48;24;0;1;1;0;0;BB;PRT;Direct;Direct;0;0;0;A;D;0;No Deposit;NULL;NULL;0;Transient;44;0;1
Resort Hotel;0;58;2016;November;47;18;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;240;NULL;0;Transient;37.8;0;2
Resort Hotel;0;29;2016;November;48;25;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;241;NULL;0;Transient;43.65;0;2
Resort Hotel;0;31;2016;November;47;19;2;5;2;0;0;HB;DEU;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;177;NULL;0;Transient;52.4;0;0
Resort Hotel;0;15;2016;November;48;23;0;4;2;1;0;BB;ROU;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient-Party;54;0;2
Resort Hotel;0;1;2016;November;48;25;0;2;2;1;0;HB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;15;NULL;0;Transient;62.4;0;0
Resort Hotel;0;17;2016;November;48;26;0;1;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;242;NULL;0;Transient;48;0;1
Resort Hotel;0;12;2016;November;48;26;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;48;1;0
Resort Hotel;0;69;2016;November;47;18;3;7;1;0;0;HB;PRT;Online TA;TA/TO;0;0;0;D;D;2;No Deposit;240;NULL;0;Transient;88;0;1
Resort Hotel;0;53;2016;November;49;28;4;10;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;39.14;0;3
Resort Hotel;0;19;2016;December;51;12;1;0;1;0;0;BB;GBR;Online TA;TA/TO;0;0;1;A;A;0;No Deposit;240;NULL;0;Transient;43;0;2
Resort Hotel;0;1;2016;November;48;26;1;1;2;0;0;BB;DEU;Direct;Direct;0;0;0;F;F;0;No Deposit;250;NULL;0;Transient;69;1;0
Resort Hotel;0;11;2016;November;48;25;1;2;2;0;0;HB;ESP;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;6;NULL;0;Transient;60;0;1
Resort Hotel;0;66;2016;November;48;24;2;3;2;0;0;BB;POL;Offline TA/TO;TA/TO;0;0;0;A;E;0;No Deposit;336;NULL;0;Transient;49;0;0
Resort Hotel;0;21;2016;November;49;28;1;1;2;0;0;BB;POL;Groups;TA/TO;0;0;0;E;E;0;No Deposit;NULL;NULL;0;Transient;45;0;0
Resort Hotel;0;76;2016;November;49;29;0;2;2;0;0;BB;SWE;Corporate;Corporate;0;0;0;E;E;0;No Deposit;481;NULL;0;Transient-Party;50;0;0
Resort Hotel;0;0;2016;November;49;29;0;2;1;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;1;No Deposit;NULL;NULL;0;Transient;38;0;0
Resort Hotel;0;76;2016;November;49;29;0;2;2;0;0;BB;SWE;Corporate;Corporate;0;0;0;E;E;0;No Deposit;481;NULL;0;Transient-Party;50;0;0
Resort Hotel;0;59;2016;December;49;2;2;4;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;241;NULL;0;Transient;58.33;1;1
Resort Hotel;0;0;2016;November;49;30;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;48;0;0
Resort Hotel;0;8;2016;November;49;27;2;3;2;0;0;BB;ESP;Direct;Direct;0;0;0;F;F;0;No Deposit;250;NULL;0;Transient;55.44;0;0
Resort Hotel;0;0;2016;December;49;1;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;D;D;0;No Deposit;NULL;NULL;0;Transient;43;1;0
Resort Hotel;0;0;2016;December;49;1;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;1;No Deposit;NULL;NULL;0;Transient;43;0;0
Resort Hotel;0;2;2016;December;49;2;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;330;NULL;0;Transient;30;0;1
Resort Hotel;0;5;2016;December;49;2;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;54;1;0
Resort Hotel;0;0;2016;December;49;1;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;F;0;No Deposit;240;NULL;0;Transient;48;0;1
Resort Hotel;0;23;2016;December;49;2;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;E;E;0;No Deposit;NULL;NULL;0;Transient;75;0;0
Resort Hotel;0;0;2016;December;49;2;0;2;2;0;0;BB;BEL;Direct;Direct;0;0;0;E;E;1;No Deposit;NULL;NULL;0;Transient;58;1;0
Resort Hotel;0;0;2016;December;50;4;0;0;3;0;0;BB;PRT;Direct;Direct;1;0;0;A;C;1;No Deposit;NULL;NULL;0;Transient;0;0;0
Resort Hotel;0;10;2016;December;49;3;0;1;1;0;0;HB;PRT;Groups;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient-Party;44;0;0
Resort Hotel;0;10;2016;December;49;3;0;1;1;0;0;HB;PRT;Groups;Direct;0;0;0;A;D;0;No Deposit;NULL;NULL;0;Transient-Party;44;0;0
Resort Hotel;0;128;2016;December;49;3;0;1;2;0;0;HB;PRT;Groups;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient-Party;64;0;1
Resort Hotel;0;40;2016;December;49;2;0;2;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient;63;0;2
Resort Hotel;0;80;2016;December;49;2;0;2;1;0;0;BB;IRL;Groups;TA/TO;0;0;0;D;D;3;No Deposit;253;NULL;0;Transient-Party;44.8;0;0
Resort Hotel;0;1;2016;December;49;3;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;65;0;0
Resort Hotel;0;80;2016;December;49;2;0;2;2;0;0;BB;IRL;Groups;TA/TO;0;0;0;D;D;0;No Deposit;253;NULL;0;Transient-Party;51.8;0;1
Resort Hotel;0;1;2016;December;49;2;0;2;1;0;0;BB;IRL;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;147;NULL;0;Transient;51.6;0;0
Resort Hotel;0;8;2016;December;49;1;0;3;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;53.67;0;1
Resort Hotel;0;80;2016;December;49;2;0;2;2;0;0;BB;IRL;Groups;TA/TO;0;0;0;D;D;0;No Deposit;253;NULL;0;Transient-Party;51.8;0;1
Resort Hotel;0;37;2016;December;49;3;1;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient;63;0;1
Resort Hotel;0;63;2016;November;49;29;2;5;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;241;NULL;0;Transient;29.72;0;1
Resort Hotel;0;2;2016;December;50;4;2;0;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;D;E;0;No Deposit;240;NULL;0;Transient;80.5;1;1
Resort Hotel;0;50;2016;November;49;29;2;5;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;314;NULL;0;Transient;44.99;0;1
Resort Hotel;0;0;2016;December;50;5;1;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;NULL;43;0;Transient-Party;30;0;0
Resort Hotel;0;28;2016;December;49;3;2;2;2;2;0;HB;ESP;Online TA;TA/TO;0;0;0;G;G;0;No Deposit;240;NULL;0;Transient;145;0;1
Resort Hotel;0;1;2016;December;50;6;0;1;2;0;0;BB;PRT;Corporate;Direct;0;0;0;A;D;0;No Deposit;NULL;491;0;Transient;54.9;0;0
Resort Hotel;0;92;2016;December;49;3;2;2;2;0;0;BB;GBR;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;336;NULL;0;Transient;34;0;2
Resort Hotel;0;14;2016;December;50;5;1;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;134;NULL;0;Transient-Party;84;0;0
Resort Hotel;0;14;2016;December;50;5;1;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;134;NULL;0;Transient-Party;84;0;0
Resort Hotel;0;14;2016;December;50;5;1;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;134;NULL;0;Transient-Party;84;0;0
Resort Hotel;0;14;2016;December;50;5;1;2;2;0;0;Undefined;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;134;NULL;0;Transient-Party;84;0;0
Resort Hotel;0;80;2016;November;46;10;8;20;2;0;0;BB;FIN;Online TA;TA/TO;0;0;0;A;C;0;No Deposit;240;NULL;0;Transient;38.25;0;1
Resort Hotel;0;40;2016;December;49;1;2;5;2;0;0;Undefined;FRA;Offline TA/TO;TA/TO;0;0;0;A;C;1;No Deposit;464;NULL;0;Transient;64;0;0
Resort Hotel;0;27;2016;December;49;1;2;5;2;0;0;HB;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;464;NULL;0;Transient;52;0;0
Resort Hotel;0;48;2016;December;50;9;0;0;1;0;0;Undefined;PRT;Offline TA/TO;TA/TO;0;0;0;A;C;0;No Deposit;464;NULL;0;Transient;0;0;0
Resort Hotel;0;1;2016;December;50;7;0;2;2;0;0;BB;PRT;Complementary;Direct;0;0;0;A;D;1;No Deposit;NULL;NULL;0;Transient;0;0;2
Resort Hotel;0;33;2016;December;50;8;0;2;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;48;0;2
Resort Hotel;0;14;2016;December;50;9;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;65;1;1
Resort Hotel;0;22;2016;December;50;8;0;3;2;0;0;Undefined;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;38;NULL;0;Transient-Party;80;0;0
Resort Hotel;0;22;2016;December;50;8;0;3;2;0;0;Undefined;ESP;Groups;TA/TO;0;0;0;A;A;0;No Deposit;38;NULL;0;Transient-Party;80;0;0
Resort Hotel;0;82;2016;December;50;7;0;4;2;0;0;BB;ESP;Groups;Direct;0;0;0;A;A;1;No Deposit;NULL;NULL;0;Transient-Party;33.3;0;0
Resort Hotel;0;82;2016;December;50;7;0;4;1;0;0;BB;ESP;Groups;Direct;0;0;0;A;A;1;No Deposit;NULL;NULL;0;Transient-Party;33.3;0;0
Resort Hotel;0;0;2016;December;50;10;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;61;0;0
Resort Hotel;0;3;2016;December;50;10;0;1;3;1;0;BB;PRT;Online TA;TA/TO;0;0;0;H;H;0;No Deposit;240;NULL;0;Transient;110;0;0
Resort Hotel;0;3;2016;December;50;9;0;2;2;0;1;BB;PRT;Online TA;TA/TO;0;0;0;A;D;1;No Deposit;240;NULL;0;Transient;65;0;2
Resort Hotel;0;44;2016;December;50;8;0;3;2;0;0;FB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;6;NULL;0;Transient;72;0;0
Resort Hotel;0;61;2016;December;50;9;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;37.8;0;1
Resort Hotel;0;57;2016;December;50;8;0;3;3;0;0;FB;PRT;Offline TA/TO;TA/TO;0;0;0;D;D;1;No Deposit;6;NULL;0;Transient-Party;114.07;0;0
Resort Hotel;0;25;2016;December;50;10;0;1;2;0;0;BB;ESP;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;177;NULL;0;Transient-Party;34;0;2
Resort Hotel;0;25;2016;December;50;10;0;1;2;0;0;BB;ESP;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;177;NULL;0;Transient;34;0;2
Resort Hotel;0;34;2016;December;50;5;2;5;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient-Party;70.71;1;1
Resort Hotel;0;0;2016;December;51;13;0;0;2;0;0;BB;PRT;Direct;Direct;1;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;0;0;0
Resort Hotel;0;1;2016;December;51;11;2;0;2;0;0;BB;PRT;Complementary;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;0;0;0
Resort Hotel;0;0;2016;December;51;13;0;1;2;0;0;BB;FIN;Direct;Direct;0;0;0;E;E;0;No Deposit;NULL;NULL;0;Transient;59;0;0
Resort Hotel;0;5;2016;December;51;14;0;1;1;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;6;NULL;0;Transient;30;0;0
Resort Hotel;0;2;2016;December;51;14;0;1;1;0;0;BB;PRT;Corporate;Corporate;0;0;0;A;D;0;No Deposit;NULL;428;0;Transient;30;0;0
Resort Hotel;0;10;2016;December;51;12;1;2;2;0;0;BB;POL;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;26;NULL;0;Transient;36;0;0
Resort Hotel;0;1;2016;December;51;15;0;1;1;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;43;0;1
Resort Hotel;0;2;2016;December;51;14;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;48;0;1
Resort Hotel;0;10;2016;December;51;15;0;1;1;0;0;BB;NLD;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;43;0;1
Resort Hotel;0;1;2016;December;51;16;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;E;E;0;No Deposit;NULL;NULL;0;Transient;79;0;1
Resort Hotel;0;0;2016;December;51;16;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;242;NULL;0;Transient;45.6;0;1
Resort Hotel;0;25;2016;December;51;16;0;2;2;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;54;1;2
Resort Hotel;0;8;2016;December;51;17;1;1;2;1;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;241;NULL;0;Transient;53.86;1;1
Resort Hotel;0;0;2016;December;51;17;2;1;2;0;0;BB;FRA;Direct;Direct;0;0;0;A;D;1;No Deposit;NULL;NULL;0;Transient;50;1;0
Resort Hotel;0;65;2016;December;51;17;2;1;3;0;0;HB;GBR;Online TA;TA/TO;0;0;0;G;G;0;No Deposit;241;NULL;0;Transient;88.22;0;1
Resort Hotel;0;7;2016;December;52;20;0;1;1;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient-Party;43;0;1
Resort Hotel;0;6;2016;December;52;20;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;48;0;1
Resort Hotel;0;0;2016;December;52;21;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;D;0;No Deposit;NULL;NULL;0;Transient;39;0;0
Resort Hotel;0;1;2016;December;52;19;1;2;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;84;1;1
Resort Hotel;0;55;2016;December;52;19;1;3;2;0;1;BB;CHN;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;6;NULL;0;Transient;30.6;0;0
Resort Hotel;0;0;2016;December;52;23;0;1;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient;56;0;1
Resort Hotel;0;5;2016;December;52;24;0;1;2;0;0;HB;FRA;Direct;Direct;0;0;0;A;A;1;No Deposit;NULL;NULL;0;Transient;101;0;1
Resort Hotel;0;38;2016;December;52;24;1;1;2;1;0;BB;SGP;Direct;Direct;0;0;0;C;C;0;No Deposit;250;NULL;0;Transient;130.35;0;0
Resort Hotel;0;54;2016;December;53;25;1;0;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;D;1;No Deposit;240;NULL;0;Transient;60;0;0
Resort Hotel;0;128;2016;December;52;21;2;4;1;0;0;HB;GBR;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;240;NULL;0;Transient-Party;71.1;0;2
Resort Hotel;0;61;2016;December;52;22;2;3;1;0;0;BB;FRA;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient-Party;63;0;1
Resort Hotel;0;2;2016;December;52;23;2;2;2;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;I;0;No Deposit;240;NULL;0;Transient;62.75;0;2
Resort Hotel;0;59;2016;December;52;23;2;2;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient-Party;109;1;1
Resort Hotel;0;35;2016;December;53;25;2;1;2;0;0;BB;DEU;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient-Party;60;0;2
Resort Hotel;0;0;2016;December;53;28;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;D;0;No Deposit;NULL;NULL;0;Transient;75;0;0
Resort Hotel;0;16;2016;December;52;22;2;5;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;F;F;0;No Deposit;241;NULL;0;Transient;55.69;0;1
Resort Hotel;0;51;2016;December;53;26;1;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;70.33;1;2
Resort Hotel;0;67;2016;December;52;24;2;3;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;314;NULL;0;Transient-Party;30.96;0;0
Resort Hotel;0;61;2016;December;52;22;2;5;2;0;0;Undefined;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;464;NULL;0;Transient;114.29;0;0
Resort Hotel;0;12;2016;December;52;23;2;4;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient;90.17;0;0
Resort Hotel;0;42;2017;March;13;27;2;5;2;0;0;BB;GBR;Direct;Direct;1;0;0;D;D;0;No Deposit;250;NULL;0;Group;63.07;0;0
Resort Hotel;0;67;2016;December;52;23;2;5;2;0;0;HB;GBR;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;436;NULL;0;Transient;96.09;0;0
Resort Hotel;0;1;2017;January;1;6;0;2;2;0;0;BB;NLD;Direct;Direct;1;0;1;A;A;0;No Deposit;NULL;NULL;0;Transient;44;0;0
Resort Hotel;0;78;2016;December;52;24;2;5;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;D;D;2;No Deposit;240;NULL;0;Transient;58.04;0;1
Resort Hotel;0;79;2016;December;52;24;2;5;2;0;0;HB;HUN;Online TA;TA/TO;0;0;0;E;E;0;No Deposit;240;NULL;0;Transient;103.59;1;0
Resort Hotel;0;160;2016;December;52;24;2;5;3;1;0;BB;POL;Direct;Direct;0;0;0;H;H;0;No Deposit;250;NULL;0;Transient;92.19;0;0
Resort Hotel;0;68;2016;December;53;26;1;4;2;0;0;HB;GBR;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;241;NULL;0;Transient;55.56;0;1
Resort Hotel;0;92;2016;December;52;24;2;5;2;0;0;BB;BEL;Offline TA/TO;TA/TO;0;0;0;A;D;0;No Deposit;6;NULL;0;Transient;44;0;0
Resort Hotel;0;142;2016;December;52;24;2;5;2;0;0;HB;CHN;Online TA;TA/TO;0;0;0;A;A;1;No Deposit;240;NULL;0;Transient-Party;76.11;0;3
Resort Hotel;0;71;2017;January;1;1;1;0;2;0;0;HB;PRT;Online TA;TA/TO;0;0;0;D;D;4;No Deposit;5;NULL;0;Transient-Party;83.6;0;1
Resort Hotel;0;45;2016;December;53;30;0;2;2;0;0;HB;PRT;Groups;Direct;0;0;0;D;D;2;No Deposit;NULL;NULL;1;Transient-Party;295;1;1
Resort Hotel;0;157;2016;December;53;30;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;242;NULL;0;Transient;80.25;0;2
Resort Hotel;0;31;2016;December;53;30;0;2;2;0;0;HB;PRT;Groups;Direct;0;0;0;E;E;0;No Deposit;NULL;NULL;0;Transient;340;0;1
Resort Hotel;0;45;2016;December;53;30;0;2;2;0;0;HB;PRT;Direct;Direct;0;0;0;D;D;1;No Deposit;NULL;NULL;0;Transient-Party;231;0;2
Resort Hotel;0;105;2016;December;52;23;3;7;1;0;0;HB;PRT;Direct;Direct;0;0;0;E;E;0;No Deposit;NULL;NULL;0;Transient;98.4;0;2
Resort Hotel;0;116;2016;December;53;30;1;2;2;1;0;BB;PRT;Direct;Direct;0;0;0;F;F;0;No Deposit;250;NULL;0;Transient;192.67;1;1
Resort Hotel;0;22;2017;January;1;1;1;0;2;0;0;BB;NLD;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;360;NULL;0;Transient;81.9;0;0
Resort Hotel;0;157;2016;December;53;26;2;5;2;0;0;HB;IRL;Offline TA/TO;TA/TO;0;0;0;D;D;0;No Deposit;171;NULL;0;Transient;82.31;1;0
Resort Hotel;0;1;2016;December;53;30;1;2;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient;100.67;0;1
Resort Hotel;0;136;2016;December;53;28;1;4;2;0;0;HB;PRT;Direct;Direct;0;0;0;F;F;0;No Deposit;250;NULL;0;Transient;157.6;0;4
Resort Hotel;0;9;2016;December;53;31;1;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;E;G;0;No Deposit;240;NULL;0;Transient;119.5;0;2
Resort Hotel;0;0;2017;February;8;23;0;1;1;0;0;BB;PRT;Direct;Direct;1;0;2;D;D;0;No Deposit;NULL;NULL;0;Transient;68.5;1;0
Resort Hotel;0;29;2017;January;1;2;1;1;2;0;0;HB;ESP;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient;88;0;2
Resort Hotel;0;91;2016;December;53;27;2;7;2;0;0;HB;BEL;Online TA;TA/TO;0;0;0;D;D;0;No Deposit;240;NULL;0;Transient-Party;121.4;0;1
Resort Hotel;0;12;2017;January;3;17;0;2;1;0;0;BB;PRT;Corporate;Corporate;1;0;1;A;D;0;No Deposit;NULL;154;0;Transient;35;0;0
Resort Hotel;0;0;2017;January;1;4;0;1;2;0;0;BB;ESP;Direct;Direct;0;0;0;A;D;0;No Deposit;NULL;NULL;0;Transient;44;0;0
Resort Hotel;0;1;2016;December;53;28;2;6;1;0;0;Undefined;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;464;NULL;0;Transient;97.88;0;0
Resort Hotel;0;1;2017;January;1;2;1;2;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;54;1;1
Resort Hotel;0;45;2016;March;10;1;2;6;2;0;0;SC;DEU;Groups;Direct;0;0;0;E;I;2;No Deposit;NULL;NULL;0;Transient-Party;0;0;1
Resort Hotel;0;154;2017;January;1;5;0;1;2;0;0;BB;FRA;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;37.8;1;1
Resort Hotel;0;0;2017;January;1;5;0;1;2;0;0;BB;FRA;Direct;Direct;0;0;0;A;A;0;No Deposit;NULL;NULL;0;Transient;44;0;1
Resort Hotel;0;205;2017;January;1;5;0;1;2;0;0;BB;GBR;Direct;Direct;0;0;0;H;G;0;No Deposit;250;NULL;0;Transient;87.3;0;0
Resort Hotel;0;0;2017;January;1;6;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;1;No Deposit;NULL;NULL;0;Transient;44;0;0
Resort Hotel;0;34;2017;January;1;2;1;4;2;1;0;HB;ESP;Direct;Direct;0;0;0;C;C;1;No Deposit;250;NULL;0;Transient;88.53;0;0
Resort Hotel;0;0;2017;January;1;5;0;2;2;0;0;BB;IRL;Direct;Direct;0;0;0;E;E;1;No Deposit;NULL;NULL;0;Transient;64;0;0
Resort Hotel;0;1;2017;January;1;5;0;2;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;48;0;1
Resort Hotel;0;68;2017;January;1;7;0;1;2;0;0;BB;BRA;Online TA;TA/TO;0;0;0;A;E;0;No Deposit;240;NULL;0;Transient-Party;37;0;1
Resort Hotel;0;0;2017;January;1;4;0;4;1;0;0;BB;PRT;Complementary;Direct;0;0;0;A;E;2;No Deposit;NULL;NULL;0;Transient;0;0;1
Resort Hotel;0;14;2017;January;1;6;0;2;2;0;0;HB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;314;NULL;0;Transient;66.4;0;0
Resort Hotel;0;2;2017;January;1;6;0;2;2;0;0;BB;ESP;Direct;Direct;0;0;0;A;A;0;No Deposit;250;NULL;0;Transient-Party;47;1;0
Resort Hotel;0;50;2017;January;1;7;0;1;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;2;No Deposit;240;NULL;0;Transient;62;0;0
Resort Hotel;0;19;2017;January;2;8;1;0;1;0;0;BB;GBR;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;43;0;2
Resort Hotel;0;24;2017;January;1;6;2;2;2;0;0;BB;PRT;Offline TA/TO;TA/TO;0;0;0;A;A;1;No Deposit;6;NULL;0;Transient;34;0;0
Resort Hotel;0;7;2017;January;2;8;2;0;2;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;48;0;2
Resort Hotel;0;68;2016;December;53;29;4;10;2;0;0;Undefined;FRA;Offline TA/TO;TA/TO;0;0;0;A;A;0;No Deposit;464;NULL;0;Transient;80.14;0;1
Resort Hotel;0;2;2017;January;2;12;0;1;1;0;0;BB;ESP;Online TA;TA/TO;0;0;0;A;A;0;No Deposit;240;NULL;0;Transient;43;0;1
Resort Hotel;0;1;2017;January;2;12;0;1;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;A;D;0;No Deposit;240;NULL;0;Transient;43;0;0
Resort Hotel;0;1;2017;February;6;8;0;1;1;0;0;BB;PRT;Online TA;TA/TO;1;0;2;A;D;0;No Deposit;240;NULL;0;Transient;43;0;0
Resort Hotel;0;2;2017;June;22;1;0;1;1;0;0;BB;PRT;Online TA;TA/TO;1;0;7;A;D;0;No Deposit;240;NULL;0;Transient;75;0;1
Resort Hotel;0;0;2017;January;2;12;0;1;2;0;0;BB;PRT;Direct;Direct;0;0;0;A;A;0;No Deposit;250;NULL;0;Transient;44;0;0
Resort Hotel;0;3;2017;January;2;11;0;2;1;0;0;BB;PRT;Online TA;TA/TO;0;0;0;D;D;3;No Deposit;240;NULL;0;Transient;65;1;1
